geoName,interest,date
geoName,interest,date
Miami-Ft. Lauderdale FL,10,2019-04-29
Milwaukee WI,11,2019-04-29
Minneapolis-St. Paul MN,20,2019-04-29
Minot-Bismarck-Dickinson(Williston) ND,38,2019-04-29
Mobile AL-Pensacola (Ft. Walton Beach) FL,18,2019-04-29
Monroe LA-El Dorado AR,24,2019-04-29
Monterey-Salinas CA,18,2019-04-29
Montgomery (Selma) AL,29,2019-04-29
Nashville TN,12,2019-04-29
New Orleans LA,17,2019-04-29
New York NY,12,2019-04-29
Norfolk-Portsmouth-Newport News VA,16,2019-04-29
Odessa-Midland TX,15,2019-04-29
Oklahoma City OK,11,2019-04-29
Omaha NE,15,2019-04-29
Orlando-Daytona Beach-Melbourne FL,11,2019-04-29
Ottumwa IA-Kirksville MO,73,2019-04-29
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,20,2019-04-29
Palm Springs CA,35,2019-04-29
Panama City FL,21,2019-04-29
Peoria-Bloomington IL,30,2019-04-29
Philadelphia PA,15,2019-04-29
Phoenix AZ,14,2019-04-29
Pittsburgh PA,18,2019-04-29
Portland OR,18,2019-04-29
Portland-Auburn ME,30,2019-04-29
Providence RI-New Bedford MA,21,2019-04-29
Raleigh-Durham (Fayetteville) NC,8,2019-04-29
Reno NV,14,2019-04-29
Richmond-Petersburg VA,13,2019-04-29
Roanoke-Lynchburg VA,20,2019-04-29
Rochester MN-Mason City IA-Austin MN,37,2019-04-29
Rochester NY,14,2019-04-29
Rockford IL,27,2019-04-29
Sacramento-Stockton-Modesto CA,18,2019-04-29
Salisbury MD,18,2019-04-29
Salt Lake City UT,14,2019-04-29
San Antonio TX,8,2019-04-29
San Diego CA,11,2019-04-29
San Francisco-Oakland-San Jose CA,15,2019-04-29
Santa Barbara-Santa Maria-San Luis Obispo CA,17,2019-04-29
Savannah GA,18,2019-04-29
Seattle-Tacoma WA,15,2019-04-29
Shreveport LA,19,2019-04-29
Sioux City IA,21,2019-04-29
Sioux Falls(Mitchell) SD,28,2019-04-29
South Bend-Elkhart IN,8,2019-04-29
Spokane WA,17,2019-04-29
Springfield MO,10,2019-04-29
Springfield-Holyoke MA,28,2019-04-29
St. Joseph MO,70,2019-04-29
St. Louis MO,17,2019-04-29
Syracuse NY,13,2019-04-29
Tallahassee FL-Thomasville GA,20,2019-04-29
Tampa-St. Petersburg (Sarasota) FL,20,2019-04-29
Terre Haute IN,26,2019-04-29
Toledo OH,13,2019-04-29
Traverse City-Cadillac MI,14,2019-04-29
Tri-Cities TN-VA,33,2019-04-29
Tucson (Sierra Vista) AZ,16,2019-04-29
Tulsa OK,21,2019-04-29
Twin Falls ID,47,2019-04-29
Victoria TX,98,2019-04-29
Waco-Temple-Bryan TX,12,2019-04-29
Washington DC (Hagerstown MD),20,2019-04-29
Watertown NY,32,2019-04-29
Wausau-Rhinelander WI,35,2019-04-29
West Palm Beach-Ft. Pierce FL,6,2019-04-29
Wheeling WV-Steubenville OH,73,2019-04-29
Wichita Falls TX & Lawton OK,61,2019-04-29
Wichita-Hutchinson KS,17,2019-04-29
Wilkes Barre-Scranton PA,11,2019-04-29
Wilmington NC,18,2019-04-29
Yakima-Pasco-Richland-Kennewick WA,34,2019-04-29
Youngstown OH,13,2019-04-29
Yuma AZ-El Centro CA,99,2019-04-29
Albany-Schenectady-Troy NY,6,2019-05-06
Albuquerque-Santa Fe NM,9,2019-05-06
Alexandria LA,16,2019-05-06
Alpena MI,100,2019-05-06
Amarillo TX,18,2019-05-06
Anchorage AK,6,2019-05-06
Atlanta GA,3,2019-05-06
Augusta GA,9,2019-05-06
Austin TX,3,2019-05-06
Baltimore MD,6,2019-05-06
Baton Rouge LA,5,2019-05-06
Beaumont-Port Arthur TX,14,2019-05-06
Bend OR,12,2019-05-06
Binghamton NY,8,2019-05-06
Birmingham AL,3,2019-05-06
Bluefield-Beckley-Oak Hill WV,13,2019-05-06
Boise ID,9,2019-05-06
Boston MA-Manchester NH,4,2019-05-06
Bowling Green KY,13,2019-05-06
Buffalo NY,4,2019-05-06
Burlington VT-Plattsburgh NY,6,2019-05-06
Butte-Bozeman MT,14,2019-05-06
Casper-Riverton WY,20,2019-05-06
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,4,2019-05-06
Champaign & Springfield-Decatur IL,7,2019-05-06
Charleston SC,3,2019-05-06
Charleston-Huntington WV,8,2019-05-06
Charlotte NC,5,2019-05-06
Chattanooga TN,4,2019-05-06
Chicago IL,4,2019-05-06
Cincinnati OH,3,2019-05-06
Clarksburg-Weston WV,14,2019-05-06
Cleveland-Akron (Canton) OH,5,2019-05-06
Colorado Springs-Pueblo CO,9,2019-05-06
Columbia SC,2,2019-05-06
Columbia-Jefferson City MO,18,2019-05-06
Columbus GA,5,2019-05-06
Columbus OH,7,2019-05-06
Corpus Christi TX,5,2019-05-06
Dallas-Ft. Worth TX,2,2019-05-06
Davenport IA-Rock Island-Moline IL,4,2019-05-06
Dayton OH,2,2019-05-06
Denver CO,5,2019-05-06
Des Moines-Ames IA,3,2019-05-06
Detroit MI,3,2019-05-06
Duluth MN-Superior WI,7,2019-05-06
El Paso TX,3,2019-05-06
Erie PA,8,2019-05-06
Eugene OR,4,2019-05-06
Evansville IN,4,2019-05-06
Fargo-Valley City ND,9,2019-05-06
Flint-Saginaw-Bay City MI,3,2019-05-06
Florence-Myrtle Beach SC,7,2019-05-06
Fresno-Visalia CA,2,2019-05-06
Ft. Myers-Naples FL,5,2019-05-06
Ft. Smith-Fayetteville-Springdale-Rogers AR,16,2019-05-06
Ft. Wayne IN,8,2019-05-06
Grand Junction-Montrose CO,14,2019-05-06
Grand Rapids-Kalamazoo-Battle Creek MI,4,2019-05-06
Great Falls MT,22,2019-05-06
Green Bay-Appleton WI,2,2019-05-06
Greensboro-High Point-Winston Salem NC,3,2019-05-06
Greenville-New Bern-Washington NC,3,2019-05-06
Greenville-Spartanburg SC-Asheville NC-Anderson SC,3,2019-05-06
Harlingen-Weslaco-Brownsville-McAllen TX,2,2019-05-06
Harrisburg-Lancaster-Lebanon-York PA,5,2019-05-06
Hartford & New Haven CT,3,2019-05-06
Honolulu HI,4,2019-05-06
Houston TX,3,2019-05-06
Huntsville-Decatur (Florence) AL,6,2019-05-06
Idaho Falls-Pocatello ID,8,2019-05-06
Indianapolis IN,4,2019-05-06
Jackson TN,15,2019-05-06
Jacksonville FL,9,2019-05-06
Johnstown-Altoona PA,8,2019-05-06
Jonesboro AR,15,2019-05-06
Joplin MO-Pittsburg KS,9,2019-05-06
Kansas City MO,5,2019-05-06
La Crosse-Eau Claire WI,10,2019-05-06
Lafayette LA,11,2019-05-06
Lansing MI,10,2019-05-06
Laredo TX,11,2019-05-06
Las Vegas NV,4,2019-05-06
Lexington KY,7,2019-05-06
Lincoln & Hastings-Kearney NE,4,2019-05-06
Little Rock-Pine Bluff AR,3,2019-05-06
Los Angeles CA,4,2019-05-06
Louisville KY,5,2019-05-06
Lubbock TX,6,2019-05-06
Macon GA,5,2019-05-06
Madison WI,3,2019-05-06
Medford-Klamath Falls OR,19,2019-05-06
Memphis TN,5,2019-05-06
Miami-Ft. Lauderdale FL,4,2019-05-06
Milwaukee WI,4,2019-05-06
Minneapolis-St. Paul MN,4,2019-05-06
Minot-Bismarck-Dickinson(Williston) ND,7,2019-05-06
Missoula MT,10,2019-05-06
Mobile AL-Pensacola (Ft. Walton Beach) FL,5,2019-05-06
Monterey-Salinas CA,5,2019-05-06
Nashville TN,4,2019-05-06
New Orleans LA,3,2019-05-06
New York NY,4,2019-05-06
Norfolk-Portsmouth-Newport News VA,3,2019-05-06
Odessa-Midland TX,11,2019-05-06
Oklahoma City OK,5,2019-05-06
Omaha NE,4,2019-05-06
Orlando-Daytona Beach-Melbourne FL,6,2019-05-06
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,8,2019-05-06
Palm Springs CA,6,2019-05-06
Parkersburg WV,24,2019-05-06
Peoria-Bloomington IL,4,2019-05-06
Philadelphia PA,4,2019-05-06
Phoenix AZ,5,2019-05-06
Pittsburgh PA,3,2019-05-06
Portland OR,6,2019-05-06
Portland-Auburn ME,8,2019-05-06
Providence RI-New Bedford MA,6,2019-05-06
Raleigh-Durham (Fayetteville) NC,3,2019-05-06
Rapid City SD,12,2019-05-06
Reno NV,7,2019-05-06
Richmond-Petersburg VA,4,2019-05-06
Roanoke-Lynchburg VA,4,2019-05-06
Rochester MN-Mason City IA-Austin MN,14,2019-05-06
Rochester NY,3,2019-05-06
Sacramento-Stockton-Modesto CA,3,2019-05-06
Salisbury MD,7,2019-05-06
Salt Lake City UT,4,2019-05-06
San Antonio TX,5,2019-05-06
San Diego CA,4,2019-05-06
San Francisco-Oakland-San Jose CA,5,2019-05-06
Santa Barbara-Santa Maria-San Luis Obispo CA,6,2019-05-06
Seattle-Tacoma WA,6,2019-05-06
Shreveport LA,11,2019-05-06
Sioux City IA,8,2019-05-06
Sioux Falls(Mitchell) SD,4,2019-05-06
South Bend-Elkhart IN,5,2019-05-06
Spokane WA,8,2019-05-06
Springfield MO,4,2019-05-06
Springfield-Holyoke MA,8,2019-05-06
St. Louis MO,2,2019-05-06
Syracuse NY,2,2019-05-06
Tallahassee FL-Thomasville GA,4,2019-05-06
Tampa-St. Petersburg (Sarasota) FL,4,2019-05-06
Toledo OH,4,2019-05-06
Topeka KS,6,2019-05-06
Traverse City-Cadillac MI,5,2019-05-06
Tri-Cities TN-VA,4,2019-05-06
Tucson (Sierra Vista) AZ,3,2019-05-06
Tulsa OK,2,2019-05-06
Utica NY,11,2019-05-06
Waco-Temple-Bryan TX,5,2019-05-06
Washington DC (Hagerstown MD),5,2019-05-06
Watertown NY,25,2019-05-06
Wausau-Rhinelander WI,7,2019-05-06
West Palm Beach-Ft. Pierce FL,7,2019-05-06
Wichita Falls TX & Lawton OK,8,2019-05-06
Wichita-Hutchinson KS,2,2019-05-06
Wilkes Barre-Scranton PA,2,2019-05-06
Wilmington NC,5,2019-05-06
Yakima-Pasco-Richland-Kennewick WA,4,2019-05-06
Albany-Schenectady-Troy NY,6,2019-05-13
Albuquerque-Santa Fe NM,9,2019-05-13
Amarillo TX,16,2019-05-13
Anchorage AK,14,2019-05-13
Atlanta GA,4,2019-05-13
Augusta GA,10,2019-05-13
Austin TX,5,2019-05-13
Baltimore MD,5,2019-05-13
Bangor ME,20,2019-05-13
Beaumont-Port Arthur TX,19,2019-05-13
Bend OR,58,2019-05-13
Biloxi-Gulfport MS,20,2019-05-13
Binghamton NY,20,2019-05-13
Birmingham AL,9,2019-05-13
Bluefield-Beckley-Oak Hill WV,31,2019-05-13
Boise ID,15,2019-05-13
Boston MA-Manchester NH,5,2019-05-13
Bowling Green KY,35,2019-05-13
Buffalo NY,7,2019-05-13
Burlington VT-Plattsburgh NY,8,2019-05-13
Casper-Riverton WY,54,2019-05-13
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,10,2019-05-13
Champaign & Springfield-Decatur IL,8,2019-05-13
Charleston SC,7,2019-05-13
Charlotte NC,4,2019-05-13
Chattanooga TN,10,2019-05-13
Chicago IL,4,2019-05-13
Chico-Redding CA,13,2019-05-13
Cincinnati OH,6,2019-05-13
Cleveland-Akron (Canton) OH,5,2019-05-13
Colorado Springs-Pueblo CO,12,2019-05-13
Columbia-Jefferson City MO,15,2019-05-13
Columbus OH,3,2019-05-13
Corpus Christi TX,26,2019-05-13
Dallas-Ft. Worth TX,3,2019-05-13
Davenport IA-Rock Island-Moline IL,9,2019-05-13
Dayton OH,12,2019-05-13
Denver CO,5,2019-05-13
Des Moines-Ames IA,8,2019-05-13
Detroit MI,5,2019-05-13
Duluth MN-Superior WI,18,2019-05-13
El Paso TX,7,2019-05-13
Erie PA,19,2019-05-13
Eugene OR,10,2019-05-13
Eureka CA,41,2019-05-13
Evansville IN,11,2019-05-13
Fairbanks AK,60,2019-05-13
Fargo-Valley City ND,11,2019-05-13
Flint-Saginaw-Bay City MI,20,2019-05-13
Florence-Myrtle Beach SC,9,2019-05-13
Fresno-Visalia CA,4,2019-05-13
Ft. Myers-Naples FL,8,2019-05-13
Ft. Smith-Fayetteville-Springdale-Rogers AR,12,2019-05-13
Ft. Wayne IN,10,2019-05-13
Gainesville FL,25,2019-05-13
Grand Rapids-Kalamazoo-Battle Creek MI,6,2019-05-13
Great Falls MT,52,2019-05-13
Green Bay-Appleton WI,6,2019-05-13
Greensboro-High Point-Winston Salem NC,6,2019-05-13
Greenville-New Bern-Washington NC,8,2019-05-13
Greenville-Spartanburg SC-Asheville NC-Anderson SC,6,2019-05-13
Harlingen-Weslaco-Brownsville-McAllen TX,5,2019-05-13
Harrisburg-Lancaster-Lebanon-York PA,7,2019-05-13
Hartford & New Haven CT,6,2019-05-13
Hattiesburg-Laurel MS,33,2019-05-13
Honolulu HI,7,2019-05-13
Houston TX,4,2019-05-13
Huntsville-Decatur (Florence) AL,7,2019-05-13
Idaho Falls-Pocatello ID,18,2019-05-13
Indianapolis IN,5,2019-05-13
Jackson MS,8,2019-05-13
Jacksonville FL,5,2019-05-13
Johnstown-Altoona PA,10,2019-05-13
Juneau AK,100,2019-05-13
Kansas City MO,2,2019-05-13
Knoxville TN,8,2019-05-13
Lansing MI,10,2019-05-13
Las Vegas NV,3,2019-05-13
Lexington KY,6,2019-05-13
Lincoln & Hastings-Kearney NE,10,2019-05-13
Los Angeles CA,4,2019-05-13
Louisville KY,6,2019-05-13
Madison WI,11,2019-05-13
Medford-Klamath Falls OR,15,2019-05-13
Memphis TN,7,2019-05-13
Miami-Ft. Lauderdale FL,5,2019-05-13
Milwaukee WI,4,2019-05-13
Minneapolis-St. Paul MN,6,2019-05-13
Mobile AL-Pensacola (Ft. Walton Beach) FL,4,2019-05-13
Monterey-Salinas CA,8,2019-05-13
Montgomery (Selma) AL,14,2019-05-13
Nashville TN,2,2019-05-13
New Orleans LA,3,2019-05-13
New York NY,5,2019-05-13
Norfolk-Portsmouth-Newport News VA,5,2019-05-13
Oklahoma City OK,6,2019-05-13
Omaha NE,4,2019-05-13
Orlando-Daytona Beach-Melbourne FL,6,2019-05-13
Ottumwa IA-Kirksville MO,74,2019-05-13
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,10,2019-05-13
Palm Springs CA,16,2019-05-13
Panama City FL,19,2019-05-13
Peoria-Bloomington IL,10,2019-05-13
Philadelphia PA,4,2019-05-13
Phoenix AZ,3,2019-05-13
Pittsburgh PA,4,2019-05-13
Portland OR,7,2019-05-13
Portland-Auburn ME,12,2019-05-13
Providence RI-New Bedford MA,7,2019-05-13
Quincy IL-Hannibal MO-Keokuk IA,35,2019-05-13
Raleigh-Durham (Fayetteville) NC,2,2019-05-13
Reno NV,8,2019-05-13
Richmond-Petersburg VA,12,2019-05-13
Rochester NY,17,2019-05-13
Rockford IL,14,2019-05-13
Sacramento-Stockton-Modesto CA,1,2019-05-13
Salisbury MD,16,2019-05-13
Salt Lake City UT,8,2019-05-13
San Antonio TX,7,2019-05-13
San Diego CA,9,2019-05-13
San Francisco-Oakland-San Jose CA,6,2019-05-13
Santa Barbara-Santa Maria-San Luis Obispo CA,8,2019-05-13
Savannah GA,7,2019-05-13
Seattle-Tacoma WA,7,2019-05-13
Sherman TX-Ada OK,27,2019-05-13
South Bend-Elkhart IN,8,2019-05-13
Spokane WA,12,2019-05-13
Springfield MO,7,2019-05-13
Springfield-Holyoke MA,9,2019-05-13
St. Joseph MO,70,2019-05-13
St. Louis MO,5,2019-05-13
Syracuse NY,9,2019-05-13
Tallahassee FL-Thomasville GA,15,2019-05-13
Tampa-St. Petersburg (Sarasota) FL,5,2019-05-13
Toledo OH,13,2019-05-13
Topeka KS,23,2019-05-13
Traverse City-Cadillac MI,13,2019-05-13
Tucson (Sierra Vista) AZ,14,2019-05-13
Tulsa OK,5,2019-05-13
Twin Falls ID,41,2019-05-13
Tyler-Longview(Lufkin & Nacogdoches) TX,11,2019-05-13
Victoria TX,95,2019-05-13
Waco-Temple-Bryan TX,6,2019-05-13
Washington DC (Hagerstown MD),7,2019-05-13
West Palm Beach-Ft. Pierce FL,8,2019-05-13
Wichita-Hutchinson KS,12,2019-05-13
Wilkes Barre-Scranton PA,5,2019-05-13
Wilmington NC,13,2019-05-13
Yakima-Pasco-Richland-Kennewick WA,17,2019-05-13
Youngstown OH,18,2019-05-13
Albany-Schenectady-Troy NY,4,2019-05-20
Albuquerque-Santa Fe NM,5,2019-05-20
Alexandria LA,31,2019-05-20
Anchorage AK,10,2019-05-20
Atlanta GA,3,2019-05-20
Augusta GA,8,2019-05-20
Austin TX,5,2019-05-20
Bakersfield CA,20,2019-05-20
Baltimore MD,4,2019-05-20
Baton Rouge LA,6,2019-05-20
Beaumont-Port Arthur TX,13,2019-05-20
"Billings, MT",37,2019-05-20
Binghamton NY,16,2019-05-20
Birmingham AL,3,2019-05-20
Boise ID,5,2019-05-20
Boston MA-Manchester NH,6,2019-05-20
Buffalo NY,4,2019-05-20
Burlington VT-Plattsburgh NY,8,2019-05-20
Butte-Bozeman MT,23,2019-05-20
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,8,2019-05-20
Champaign & Springfield-Decatur IL,11,2019-05-20
Charleston SC,12,2019-05-20
Charlotte NC,4,2019-05-20
Chattanooga TN,5,2019-05-20
Cheyenne WY-Scottsbluff NE,33,2019-05-20
Chicago IL,4,2019-05-20
Chico-Redding CA,10,2019-05-20
Cincinnati OH,5,2019-05-20
Cleveland-Akron (Canton) OH,5,2019-05-20
Colorado Springs-Pueblo CO,9,2019-05-20
Columbia SC,4,2019-05-20
Columbus OH,6,2019-05-20
Dallas-Ft. Worth TX,3,2019-05-20
Dayton OH,13,2019-05-20
Denver CO,6,2019-05-20
Des Moines-Ames IA,4,2019-05-20
Detroit MI,3,2019-05-20
El Paso TX,5,2019-05-20
Elmira NY,35,2019-05-20
Eugene OR,17,2019-05-20
Fargo-Valley City ND,12,2019-05-20
Flint-Saginaw-Bay City MI,6,2019-05-20
Florence-Myrtle Beach SC,6,2019-05-20
Fresno-Visalia CA,8,2019-05-20
Ft. Myers-Naples FL,6,2019-05-20
Ft. Wayne IN,7,2019-05-20
Gainesville FL,18,2019-05-20
Grand Rapids-Kalamazoo-Battle Creek MI,5,2019-05-20
Green Bay-Appleton WI,7,2019-05-20
Greensboro-High Point-Winston Salem NC,4,2019-05-20
Greenville-New Bern-Washington NC,9,2019-05-20
Greenville-Spartanburg SC-Asheville NC-Anderson SC,3,2019-05-20
Harlingen-Weslaco-Brownsville-McAllen TX,8,2019-05-20
Harrisburg-Lancaster-Lebanon-York PA,5,2019-05-20
Hartford & New Haven CT,7,2019-05-20
Helena MT,100,2019-05-20
Honolulu HI,8,2019-05-20
Houston TX,3,2019-05-20
Huntsville-Decatur (Florence) AL,5,2019-05-20
Indianapolis IN,4,2019-05-20
Jackson MS,6,2019-05-20
Jacksonville FL,5,2019-05-20
Joplin MO-Pittsburg KS,15,2019-05-20
Kansas City MO,4,2019-05-20
Knoxville TN,5,2019-05-20
Lafayette IN,36,2019-05-20
Lafayette LA,10,2019-05-20
Lansing MI,18,2019-05-20
Las Vegas NV,3,2019-05-20
Lexington KY,9,2019-05-20
Los Angeles CA,3,2019-05-20
Louisville KY,4,2019-05-20
Macon GA,9,2019-05-20
Madison WI,4,2019-05-20
Memphis TN,3,2019-05-20
Miami-Ft. Lauderdale FL,2,2019-05-20
Milwaukee WI,2,2019-05-20
Minneapolis-St. Paul MN,4,2019-05-20
Mobile AL-Pensacola (Ft. Walton Beach) FL,4,2019-05-20
Monroe LA-El Dorado AR,17,2019-05-20
Monterey-Salinas CA,12,2019-05-20
Montgomery (Selma) AL,10,2019-05-20
Nashville TN,4,2019-05-20
New Orleans LA,4,2019-05-20
New York NY,3,2019-05-20
Norfolk-Portsmouth-Newport News VA,3,2019-05-20
Oklahoma City OK,3,2019-05-20
Omaha NE,5,2019-05-20
Orlando-Daytona Beach-Melbourne FL,3,2019-05-20
Ottumwa IA-Kirksville MO,54,2019-05-20
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,21,2019-05-20
Palm Springs CA,11,2019-05-20
Panama City FL,12,2019-05-20
Peoria-Bloomington IL,7,2019-05-20
Philadelphia PA,4,2019-05-20
Phoenix AZ,3,2019-05-20
Pittsburgh PA,4,2019-05-20
Portland OR,5,2019-05-20
Portland-Auburn ME,17,2019-05-20
Providence RI-New Bedford MA,3,2019-05-20
Raleigh-Durham (Fayetteville) NC,3,2019-05-20
Rapid City SD,21,2019-05-20
Richmond-Petersburg VA,7,2019-05-20
Roanoke-Lynchburg VA,4,2019-05-20
Rochester MN-Mason City IA-Austin MN,12,2019-05-20
Rochester NY,6,2019-05-20
Sacramento-Stockton-Modesto CA,4,2019-05-20
Salisbury MD,15,2019-05-20
Salt Lake City UT,4,2019-05-20
San Angelo TX,29,2019-05-20
San Antonio TX,3,2019-05-20
San Diego CA,5,2019-05-20
San Francisco-Oakland-San Jose CA,5,2019-05-20
Santa Barbara-Santa Maria-San Luis Obispo CA,7,2019-05-20
Savannah GA,5,2019-05-20
Seattle-Tacoma WA,6,2019-05-20
Sherman TX-Ada OK,19,2019-05-20
Shreveport LA,7,2019-05-20
Sioux City IA,14,2019-05-20
Sioux Falls(Mitchell) SD,8,2019-05-20
South Bend-Elkhart IN,9,2019-05-20
Spokane WA,4,2019-05-20
Springfield MO,7,2019-05-20
Springfield-Holyoke MA,6,2019-05-20
St. Louis MO,6,2019-05-20
Syracuse NY,5,2019-05-20
Tallahassee FL-Thomasville GA,12,2019-05-20
Tampa-St. Petersburg (Sarasota) FL,7,2019-05-20
Toledo OH,9,2019-05-20
Topeka KS,11,2019-05-20
Traverse City-Cadillac MI,9,2019-05-20
Tri-Cities TN-VA,12,2019-05-20
Tucson (Sierra Vista) AZ,17,2019-05-20
Tulsa OK,3,2019-05-20
Tyler-Longview(Lufkin & Nacogdoches) TX,8,2019-05-20
Utica NY,20,2019-05-20
Washington DC (Hagerstown MD),6,2019-05-20
Wausau-Rhinelander WI,22,2019-05-20
West Palm Beach-Ft. Pierce FL,3,2019-05-20
Wichita-Hutchinson KS,7,2019-05-20
Wilkes Barre-Scranton PA,7,2019-05-20
Yakima-Pasco-Richland-Kennewick WA,11,2019-05-20
Youngstown OH,12,2019-05-20
Abilene-Sweetwater TX,12,2019-05-27
Albany-Schenectady-Troy NY,8,2019-05-27
Albuquerque-Santa Fe NM,7,2019-05-27
Alpena MI,100,2019-05-27
Anchorage AK,6,2019-05-27
Atlanta GA,5,2019-05-27
Augusta GA,9,2019-05-27
Austin TX,9,2019-05-27
Bakersfield CA,9,2019-05-27
Baltimore MD,10,2019-05-27
Bangor ME,9,2019-05-27
Baton Rouge LA,13,2019-05-27
Beaumont-Port Arthur TX,8,2019-05-27
Bend OR,13,2019-05-27
Binghamton NY,10,2019-05-27
Birmingham AL,2,2019-05-27
Bluefield-Beckley-Oak Hill WV,14,2019-05-27
Boise ID,10,2019-05-27
Boston MA-Manchester NH,6,2019-05-27
Bowling Green KY,16,2019-05-27
Buffalo NY,9,2019-05-27
Burlington VT-Plattsburgh NY,8,2019-05-27
Butte-Bozeman MT,43,2019-05-27
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,13,2019-05-27
Champaign & Springfield-Decatur IL,14,2019-05-27
Charleston SC,4,2019-05-27
Charleston-Huntington WV,9,2019-05-27
Charlotte NC,8,2019-05-27
Chattanooga TN,8,2019-05-27
Cheyenne WY-Scottsbluff NE,21,2019-05-27
Chicago IL,6,2019-05-27
Chico-Redding CA,19,2019-05-27
Cincinnati OH,9,2019-05-27
Clarksburg-Weston WV,16,2019-05-27
Cleveland-Akron (Canton) OH,10,2019-05-27
Colorado Springs-Pueblo CO,13,2019-05-27
Columbia SC,8,2019-05-27
Columbia-Jefferson City MO,7,2019-05-27
Columbus OH,7,2019-05-27
Corpus Christi TX,11,2019-05-27
Dallas-Ft. Worth TX,6,2019-05-27
Davenport IA-Rock Island-Moline IL,4,2019-05-27
Dayton OH,3,2019-05-27
Denver CO,12,2019-05-27
Des Moines-Ames IA,3,2019-05-27
Detroit MI,7,2019-05-27
Dothan AL,28,2019-05-27
Duluth MN-Superior WI,16,2019-05-27
El Paso TX,8,2019-05-27
Elmira NY,14,2019-05-27
Erie PA,8,2019-05-27
Eugene OR,12,2019-05-27
Eureka CA,19,2019-05-27
Evansville IN,5,2019-05-27
Fairbanks AK,26,2019-05-27
Fargo-Valley City ND,10,2019-05-27
Flint-Saginaw-Bay City MI,11,2019-05-27
Florence-Myrtle Beach SC,11,2019-05-27
Fresno-Visalia CA,6,2019-05-27
Ft. Myers-Naples FL,6,2019-05-27
Ft. Smith-Fayetteville-Springdale-Rogers AR,6,2019-05-27
Ft. Wayne IN,5,2019-05-27
Gainesville FL,15,2019-05-27
Grand Junction-Montrose CO,17,2019-05-27
Grand Rapids-Kalamazoo-Battle Creek MI,13,2019-05-27
Great Falls MT,37,2019-05-27
Green Bay-Appleton WI,12,2019-05-27
Greensboro-High Point-Winston Salem NC,8,2019-05-27
Greenville-New Bern-Washington NC,3,2019-05-27
Greenville-Spartanburg SC-Asheville NC-Anderson SC,5,2019-05-27
Harlingen-Weslaco-Brownsville-McAllen TX,2,2019-05-27
Harrisburg-Lancaster-Lebanon-York PA,4,2019-05-27
Hartford & New Haven CT,7,2019-05-27
Hattiesburg-Laurel MS,15,2019-05-27
Honolulu HI,13,2019-05-27
Houston TX,4,2019-05-27
Huntsville-Decatur (Florence) AL,10,2019-05-27
Idaho Falls-Pocatello ID,8,2019-05-27
Indianapolis IN,7,2019-05-27
Jackson MS,4,2019-05-27
Jacksonville FL,6,2019-05-27
Johnstown-Altoona PA,4,2019-05-27
Joplin MO-Pittsburg KS,10,2019-05-27
Kansas City MO,6,2019-05-27
Knoxville TN,9,2019-05-27
Lafayette IN,24,2019-05-27
Lafayette LA,6,2019-05-27
Lake Charles LA,13,2019-05-27
Lansing MI,13,2019-05-27
Las Vegas NV,8,2019-05-27
Lexington KY,8,2019-05-27
Lincoln & Hastings-Kearney NE,7,2019-05-27
Little Rock-Pine Bluff AR,8,2019-05-27
Los Angeles CA,7,2019-05-27
Louisville KY,9,2019-05-27
Macon GA,6,2019-05-27
Madison WI,9,2019-05-27
Mankato MN,22,2019-05-27
Marquette MI,17,2019-05-27
Medford-Klamath Falls OR,7,2019-05-27
Memphis TN,5,2019-05-27
Miami-Ft. Lauderdale FL,6,2019-05-27
Milwaukee WI,6,2019-05-27
Minneapolis-St. Paul MN,9,2019-05-27
Minot-Bismarck-Dickinson(Williston) ND,8,2019-05-27
Missoula MT,15,2019-05-27
Mobile AL-Pensacola (Ft. Walton Beach) FL,8,2019-05-27
Monterey-Salinas CA,6,2019-05-27
Montgomery (Selma) AL,12,2019-05-27
Nashville TN,7,2019-05-27
New Orleans LA,5,2019-05-27
New York NY,8,2019-05-27
Norfolk-Portsmouth-Newport News VA,11,2019-05-27
Odessa-Midland TX,7,2019-05-27
Oklahoma City OK,5,2019-05-27
Omaha NE,7,2019-05-27
Orlando-Daytona Beach-Melbourne FL,11,2019-05-27
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,9,2019-05-27
Palm Springs CA,14,2019-05-27
Panama City FL,7,2019-05-27
Peoria-Bloomington IL,4,2019-05-27
Philadelphia PA,10,2019-05-27
Phoenix AZ,8,2019-05-27
Pittsburgh PA,9,2019-05-27
Portland OR,11,2019-05-27
Portland-Auburn ME,15,2019-05-27
Presque Isle ME,57,2019-05-27
Providence RI-New Bedford MA,13,2019-05-27
Raleigh-Durham (Fayetteville) NC,6,2019-05-27
Reno NV,9,2019-05-27
Richmond-Petersburg VA,10,2019-05-27
