geoName,interest,date
geoName,interest,date
Minneapolis-St. Paul MN,2,2019-07-01
Minot-Bismarck-Dickinson(Williston) ND,34,2019-07-01
Mobile AL-Pensacola (Ft. Walton Beach) FL,7,2019-07-01
Monterey-Salinas CA,16,2019-07-01
Nashville TN,3,2019-07-01
New Orleans LA,12,2019-07-01
New York NY,3,2019-07-01
Norfolk-Portsmouth-Newport News VA,7,2019-07-01
Orlando-Daytona Beach-Melbourne FL,5,2019-07-01
Panama City FL,26,2019-07-01
Parkersburg WV,100,2019-07-01
Philadelphia PA,2,2019-07-01
Phoenix AZ,3,2019-07-01
Pittsburgh PA,8,2019-07-01
Providence RI-New Bedford MA,6,2019-07-01
Quincy IL-Hannibal MO-Keokuk IA,64,2019-07-01
Raleigh-Durham (Fayetteville) NC,3,2019-07-01
Rockford IL,28,2019-07-01
Sacramento-Stockton-Modesto CA,8,2019-07-01
Salt Lake City UT,5,2019-07-01
San Antonio TX,4,2019-07-01
San Diego CA,3,2019-07-01
San Francisco-Oakland-San Jose CA,5,2019-07-01
Santa Barbara-Santa Maria-San Luis Obispo CA,15,2019-07-01
Seattle-Tacoma WA,6,2019-07-01
Sioux City IA,37,2019-07-01
South Bend-Elkhart IN,15,2019-07-01
Spokane WA,11,2019-07-01
Springfield-Holyoke MA,34,2019-07-01
Tampa-St. Petersburg (Sarasota) FL,3,2019-07-01
Tucson (Sierra Vista) AZ,11,2019-07-01
Utica NY,52,2019-07-01
Washington DC (Hagerstown MD),2,2019-07-01
West Palm Beach-Ft. Pierce FL,11,2019-07-01
Wilkes Barre-Scranton PA,9,2019-07-01
Yakima-Pasco-Richland-Kennewick WA,19,2019-07-01
Albany-Schenectady-Troy NY,9,2019-07-08
Albuquerque-Santa Fe NM,4,2019-07-08
Atlanta GA,2,2019-07-08
Austin TX,4,2019-07-08
Baltimore MD,3,2019-07-08
Bend OR,33,2019-07-08
Birmingham AL,4,2019-07-08
Boise ID,9,2019-07-08
Boston MA-Manchester NH,4,2019-07-08
Buffalo NY,4,2019-07-08
Burlington VT-Plattsburgh NY,17,2019-07-08
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,9,2019-07-08
Champaign & Springfield-Decatur IL,9,2019-07-08
Charleston SC,7,2019-07-08
Charleston-Huntington WV,9,2019-07-08
Charlotte NC,3,2019-07-08
Chicago IL,3,2019-07-08
Cincinnati OH,7,2019-07-08
Cleveland-Akron (Canton) OH,2,2019-07-08
Colorado Springs-Pueblo CO,7,2019-07-08
Columbus OH,3,2019-07-08
Dallas-Ft. Worth TX,3,2019-07-08
Dayton OH,7,2019-07-08
Denver CO,7,2019-07-08
Des Moines-Ames IA,7,2019-07-08
Detroit MI,2,2019-07-08
Duluth MN-Superior WI,20,2019-07-08
El Paso TX,7,2019-07-08
Eugene OR,35,2019-07-08
Eureka CA,50,2019-07-08
Florence-Myrtle Beach SC,9,2019-07-08
Fresno-Visalia CA,7,2019-07-08
Ft. Myers-Naples FL,8,2019-07-08
Ft. Smith-Fayetteville-Springdale-Rogers AR,16,2019-07-08
Ft. Wayne IN,12,2019-07-08
Grand Rapids-Kalamazoo-Battle Creek MI,5,2019-07-08
Greensboro-High Point-Winston Salem NC,9,2019-07-08
Greenville-New Bern-Washington NC,9,2019-07-08
Greenville-Spartanburg SC-Asheville NC-Anderson SC,3,2019-07-08
Harrisburg-Lancaster-Lebanon-York PA,4,2019-07-08
Hartford & New Haven CT,2,2019-07-08
Honolulu HI,5,2019-07-08
Houston TX,4,2019-07-08
Huntsville-Decatur (Florence) AL,8,2019-07-08
Idaho Falls-Pocatello ID,20,2019-07-08
Indianapolis IN,6,2019-07-08
Jackson MS,9,2019-07-08
Jacksonville FL,4,2019-07-08
Johnstown-Altoona PA,11,2019-07-08
Joplin MO-Pittsburg KS,26,2019-07-08
Juneau AK,87,2019-07-08
Kansas City MO,3,2019-07-08
Las Vegas NV,3,2019-07-08
Lexington KY,13,2019-07-08
Lincoln & Hastings-Kearney NE,11,2019-07-08
Los Angeles CA,3,2019-07-08
Louisville KY,6,2019-07-08
Macon GA,14,2019-07-08
Madison WI,13,2019-07-08
Medford-Klamath Falls OR,17,2019-07-08
Miami-Ft. Lauderdale FL,4,2019-07-08
Milwaukee WI,2,2019-07-08
Minneapolis-St. Paul MN,4,2019-07-08
Minot-Bismarck-Dickinson(Williston) ND,20,2019-07-08
Monroe LA-El Dorado AR,25,2019-07-08
Monterey-Salinas CA,16,2019-07-08
Nashville TN,4,2019-07-08
New Orleans LA,4,2019-07-08
New York NY,2,2019-07-08
Norfolk-Portsmouth-Newport News VA,3,2019-07-08
Oklahoma City OK,6,2019-07-08
Omaha NE,10,2019-07-08
Orlando-Daytona Beach-Melbourne FL,5,2019-07-08
Ottumwa IA-Kirksville MO,89,2019-07-08
Palm Springs CA,19,2019-07-08
Peoria-Bloomington IL,12,2019-07-08
Philadelphia PA,4,2019-07-08
Phoenix AZ,2,2019-07-08
Pittsburgh PA,4,2019-07-08
Portland OR,4,2019-07-08
Portland-Auburn ME,12,2019-07-08
Providence RI-New Bedford MA,8,2019-07-08
Quincy IL-Hannibal MO-Keokuk IA,41,2019-07-08
Raleigh-Durham (Fayetteville) NC,2,2019-07-08
Richmond-Petersburg VA,5,2019-07-08
Roanoke-Lynchburg VA,7,2019-07-08
Rochester MN-Mason City IA-Austin MN,20,2019-07-08
Rochester NY,7,2019-07-08
Sacramento-Stockton-Modesto CA,4,2019-07-08
Salt Lake City UT,2,2019-07-08
San Antonio TX,2,2019-07-08
San Diego CA,5,2019-07-08
San Francisco-Oakland-San Jose CA,4,2019-07-08
Santa Barbara-Santa Maria-San Luis Obispo CA,10,2019-07-08
Seattle-Tacoma WA,4,2019-07-08
Sherman TX-Ada OK,29,2019-07-08
Shreveport LA,10,2019-07-08
South Bend-Elkhart IN,9,2019-07-08
Spokane WA,7,2019-07-08
Springfield MO,8,2019-07-08
Springfield-Holyoke MA,11,2019-07-08
St. Louis MO,4,2019-07-08
Syracuse NY,8,2019-07-08
Tampa-St. Petersburg (Sarasota) FL,3,2019-07-08
Toledo OH,8,2019-07-08
Tucson (Sierra Vista) AZ,7,2019-07-08
Tulsa OK,8,2019-07-08
Victoria TX,100,2019-07-08
Washington DC (Hagerstown MD),5,2019-07-08
Watertown NY,71,2019-07-08
Wausau-Rhinelander WI,36,2019-07-08
West Palm Beach-Ft. Pierce FL,6,2019-07-08
Wheeling WV-Steubenville OH,31,2019-07-08
Wichita-Hutchinson KS,7,2019-07-08
Wilkes Barre-Scranton PA,6,2019-07-08
Wilmington NC,26,2019-07-08
Yuma AZ-El Centro CA,26,2019-07-08
Albany-Schenectady-Troy NY,5,2019-07-15
Albuquerque-Santa Fe NM,4,2019-07-15
Anchorage AK,10,2019-07-15
Atlanta GA,1,2019-07-15
Augusta GA,7,2019-07-15
Austin TX,3,2019-07-15
Baltimore MD,3,2019-07-15
Bangor ME,13,2019-07-15
Baton Rouge LA,6,2019-07-15
Binghamton NY,16,2019-07-15
Birmingham AL,2,2019-07-15
Boise ID,5,2019-07-15
Boston MA-Manchester NH,3,2019-07-15
Buffalo NY,4,2019-07-15
Burlington VT-Plattsburgh NY,5,2019-07-15
Butte-Bozeman MT,22,2019-07-15
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,5,2019-07-15
Champaign & Springfield-Decatur IL,6,2019-07-15
Charleston SC,9,2019-07-15
Charlotte NC,1,2019-07-15
Chattanooga TN,5,2019-07-15
Chicago IL,2,2019-07-15
Chico-Redding CA,11,2019-07-15
Cincinnati OH,2,2019-07-15
Cleveland-Akron (Canton) OH,2,2019-07-15
Colorado Springs-Pueblo CO,4,2019-07-15
Columbia SC,13,2019-07-15
Columbus GA,9,2019-07-15
Columbus OH,2,2019-07-15
Columbus-Tupelo-West Point MS,16,2019-07-15
Dallas-Ft. Worth TX,1,2019-07-15
Davenport IA-Rock Island-Moline IL,14,2019-07-15
Dayton OH,4,2019-07-15
Denver CO,1,2019-07-15
Des Moines-Ames IA,4,2019-07-15
Detroit MI,3,2019-07-15
Eugene OR,7,2019-07-15
Fairbanks AK,40,2019-07-15
Fargo-Valley City ND,8,2019-07-15
Flint-Saginaw-Bay City MI,5,2019-07-15
Fresno-Visalia CA,3,2019-07-15
Ft. Myers-Naples FL,6,2019-07-15
Ft. Wayne IN,7,2019-07-15
Gainesville FL,12,2019-07-15
Grand Junction-Montrose CO,26,2019-07-15
Grand Rapids-Kalamazoo-Battle Creek MI,3,2019-07-15
Green Bay-Appleton WI,4,2019-07-15
Greensboro-High Point-Winston Salem NC,3,2019-07-15
Greenville-New Bern-Washington NC,6,2019-07-15
Greenville-Spartanburg SC-Asheville NC-Anderson SC,2,2019-07-15
Harlingen-Weslaco-Brownsville-McAllen TX,4,2019-07-15
Harrisburg-Lancaster-Lebanon-York PA,6,2019-07-15
Hartford & New Haven CT,2,2019-07-15
Honolulu HI,5,2019-07-15
Houston TX,2,2019-07-15
Indianapolis IN,2,2019-07-15
Jackson MS,9,2019-07-15
Juneau AK,58,2019-07-15
Kansas City MO,2,2019-07-15
Knoxville TN,7,2019-07-15
La Crosse-Eau Claire WI,9,2019-07-15
Lansing MI,7,2019-07-15
Laredo TX,21,2019-07-15
Las Vegas NV,3,2019-07-15
Lexington KY,8,2019-07-15
Little Rock-Pine Bluff AR,4,2019-07-15
Los Angeles CA,2,2019-07-15
Louisville KY,2,2019-07-15
Madison WI,7,2019-07-15
Mankato MN,35,2019-07-15
Marquette MI,26,2019-07-15
Medford-Klamath Falls OR,11,2019-07-15
Memphis TN,3,2019-07-15
Miami-Ft. Lauderdale FL,3,2019-07-15
Milwaukee WI,2,2019-07-15
Minneapolis-St. Paul MN,3,2019-07-15
Missoula MT,15,2019-07-15
Mobile AL-Pensacola (Ft. Walton Beach) FL,3,2019-07-15
Monterey-Salinas CA,7,2019-07-15
Nashville TN,1,2019-07-15
New Orleans LA,5,2019-07-15
New York NY,2,2019-07-15
Norfolk-Portsmouth-Newport News VA,2,2019-07-15
Oklahoma City OK,3,2019-07-15
Omaha NE,6,2019-07-15
Orlando-Daytona Beach-Melbourne FL,1,2019-07-15
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,10,2019-07-15
Palm Springs CA,12,2019-07-15
Philadelphia PA,2,2019-07-15
Phoenix AZ,2,2019-07-15
Pittsburgh PA,2,2019-07-15
Portland OR,4,2019-07-15
Portland-Auburn ME,8,2019-07-15
Presque Isle ME,100,2019-07-15
Providence RI-New Bedford MA,3,2019-07-15
Raleigh-Durham (Fayetteville) NC,2,2019-07-15
Richmond-Petersburg VA,3,2019-07-15
Roanoke-Lynchburg VA,4,2019-07-15
Rochester MN-Mason City IA-Austin MN,24,2019-07-15
Rochester NY,4,2019-07-15
Sacramento-Stockton-Modesto CA,4,2019-07-15
Salisbury MD,14,2019-07-15
Salt Lake City UT,2,2019-07-15
San Antonio TX,4,2019-07-15
San Diego CA,3,2019-07-15
San Francisco-Oakland-San Jose CA,2,2019-07-15
Santa Barbara-Santa Maria-San Luis Obispo CA,6,2019-07-15
Seattle-Tacoma WA,4,2019-07-15
South Bend-Elkhart IN,6,2019-07-15
Spokane WA,6,2019-07-15
Springfield-Holyoke MA,6,2019-07-15
St. Louis MO,3,2019-07-15
Syracuse NY,5,2019-07-15
Tallahassee FL-Thomasville GA,10,2019-07-15
Tampa-St. Petersburg (Sarasota) FL,4,2019-07-15
Terre Haute IN,19,2019-07-15
Toledo OH,4,2019-07-15
Traverse City-Cadillac MI,7,2019-07-15
Tri-Cities TN-VA,7,2019-07-15
Tucson (Sierra Vista) AZ,4,2019-07-15
Waco-Temple-Bryan TX,5,2019-07-15
Washington DC (Hagerstown MD),5,2019-07-15
West Palm Beach-Ft. Pierce FL,3,2019-07-15
Wheeling WV-Steubenville OH,19,2019-07-15
Wichita-Hutchinson KS,5,2019-07-15
Wilkes Barre-Scranton PA,5,2019-07-15
Wilmington NC,8,2019-07-15
Yakima-Pasco-Richland-Kennewick WA,15,2019-07-15
Youngstown OH,8,2019-07-15
Abilene-Sweetwater TX,13,2019-07-22
Albany GA,32,2019-07-22
Albany-Schenectady-Troy NY,16,2019-07-22
Albuquerque-Santa Fe NM,9,2019-07-22
Alpena MI,100,2019-07-22
Anchorage AK,9,2019-07-22
Atlanta GA,7,2019-07-22
Augusta GA,5,2019-07-22
Austin TX,12,2019-07-22
Bakersfield CA,9,2019-07-22
Baltimore MD,7,2019-07-22
Bangor ME,18,2019-07-22
Baton Rouge LA,4,2019-07-22
Beaumont-Port Arthur TX,17,2019-07-22
Bend OR,20,2019-07-22
"Billings, MT",25,2019-07-22
Binghamton NY,22,2019-07-22
Birmingham AL,9,2019-07-22
Boise ID,5,2019-07-22
Boston MA-Manchester NH,10,2019-07-22
Bowling Green KY,16,2019-07-22
Buffalo NY,12,2019-07-22
Burlington VT-Plattsburgh NY,11,2019-07-22
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,15,2019-07-22
Champaign & Springfield-Decatur IL,12,2019-07-22
Charleston SC,12,2019-07-22
Charleston-Huntington WV,4,2019-07-22
Charlotte NC,9,2019-07-22
Charlottesville VA,19,2019-07-22
Chattanooga TN,9,2019-07-22
Chicago IL,11,2019-07-22
Chico-Redding CA,11,2019-07-22
Cincinnati OH,5,2019-07-22
Cleveland-Akron (Canton) OH,8,2019-07-22
Colorado Springs-Pueblo CO,10,2019-07-22
Columbia SC,6,2019-07-22
Columbia-Jefferson City MO,12,2019-07-22
Columbus GA,12,2019-07-22
Columbus OH,7,2019-07-22
Corpus Christi TX,23,2019-07-22
Dallas-Ft. Worth TX,9,2019-07-22
Davenport IA-Rock Island-Moline IL,22,2019-07-22
Dayton OH,10,2019-07-22
Denver CO,7,2019-07-22
Des Moines-Ames IA,11,2019-07-22
Detroit MI,9,2019-07-22
Duluth MN-Superior WI,16,2019-07-22
El Paso TX,12,2019-07-22
Elmira NY,31,2019-07-22
Erie PA,9,2019-07-22
Eugene OR,24,2019-07-22
Eureka CA,42,2019-07-22
Evansville IN,8,2019-07-22
Fairbanks AK,25,2019-07-22
Fargo-Valley City ND,14,2019-07-22
Flint-Saginaw-Bay City MI,8,2019-07-22
Florence-Myrtle Beach SC,7,2019-07-22
Fresno-Visalia CA,8,2019-07-22
Ft. Myers-Naples FL,11,2019-07-22
Ft. Smith-Fayetteville-Springdale-Rogers AR,14,2019-07-22
Ft. Wayne IN,5,2019-07-22
Gainesville FL,19,2019-07-22
Grand Junction-Montrose CO,17,2019-07-22
Grand Rapids-Kalamazoo-Battle Creek MI,10,2019-07-22
Great Falls MT,25,2019-07-22
Green Bay-Appleton WI,15,2019-07-22
Greensboro-High Point-Winston Salem NC,5,2019-07-22
Greenville-New Bern-Washington NC,11,2019-07-22
Greenville-Spartanburg SC-Asheville NC-Anderson SC,10,2019-07-22
Harlingen-Weslaco-Brownsville-McAllen TX,4,2019-07-22
Harrisburg-Lancaster-Lebanon-York PA,6,2019-07-22
Hartford & New Haven CT,9,2019-07-22
Hattiesburg-Laurel MS,31,2019-07-22
Helena MT,43,2019-07-22
Honolulu HI,4,2019-07-22
Houston TX,7,2019-07-22
Huntsville-Decatur (Florence) AL,14,2019-07-22
Idaho Falls-Pocatello ID,13,2019-07-22
Indianapolis IN,9,2019-07-22
Jackson MS,10,2019-07-22
Jacksonville FL,15,2019-07-22
Johnstown-Altoona PA,7,2019-07-22
Kansas City MO,12,2019-07-22
Knoxville TN,9,2019-07-22
La Crosse-Eau Claire WI,6,2019-07-22
Lafayette IN,27,2019-07-22
Lafayette LA,7,2019-07-22
Lake Charles LA,14,2019-07-22
Lansing MI,10,2019-07-22
Laredo TX,14,2019-07-22
Las Vegas NV,6,2019-07-22
Lexington KY,10,2019-07-22
Lima OH,26,2019-07-22
Lincoln & Hastings-Kearney NE,7,2019-07-22
Little Rock-Pine Bluff AR,5,2019-07-22
Los Angeles CA,8,2019-07-22
Louisville KY,8,2019-07-22
Lubbock TX,16,2019-07-22
Macon GA,6,2019-07-22
Madison WI,8,2019-07-22
Mankato MN,25,2019-07-22
Marquette MI,17,2019-07-22
Medford-Klamath Falls OR,7,2019-07-22
Memphis TN,7,2019-07-22
Meridian MS,33,2019-07-22
Miami-Ft. Lauderdale FL,7,2019-07-22
Milwaukee WI,10,2019-07-22
Minneapolis-St. Paul MN,6,2019-07-22
Minot-Bismarck-Dickinson(Williston) ND,8,2019-07-22
Missoula MT,10,2019-07-22
Mobile AL-Pensacola (Ft. Walton Beach) FL,8,2019-07-22
Monroe LA-El Dorado AR,11,2019-07-22
Monterey-Salinas CA,6,2019-07-22
Montgomery (Selma) AL,6,2019-07-22
Nashville TN,6,2019-07-22
New Orleans LA,5,2019-07-22
New York NY,10,2019-07-22
Norfolk-Portsmouth-Newport News VA,6,2019-07-22
Oklahoma City OK,5,2019-07-22
Omaha NE,12,2019-07-22
Orlando-Daytona Beach-Melbourne FL,8,2019-07-22
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,9,2019-07-22
Palm Springs CA,20,2019-07-22
Panama City FL,14,2019-07-22
Peoria-Bloomington IL,25,2019-07-22
Philadelphia PA,11,2019-07-22
Phoenix AZ,8,2019-07-22
Pittsburgh PA,9,2019-07-22
Portland OR,9,2019-07-22
Portland-Auburn ME,21,2019-07-22
Providence RI-New Bedford MA,8,2019-07-22
Raleigh-Durham (Fayetteville) NC,9,2019-07-22
Reno NV,16,2019-07-22
Richmond-Petersburg VA,10,2019-07-22
Roanoke-Lynchburg VA,12,2019-07-22
Rochester NY,8,2019-07-22
Rockford IL,14,2019-07-22
Sacramento-Stockton-Modesto CA,6,2019-07-22
Salisbury MD,28,2019-07-22
Salt Lake City UT,6,2019-07-22
San Antonio TX,9,2019-07-22
San Diego CA,9,2019-07-22
San Francisco-Oakland-San Jose CA,8,2019-07-22
Santa Barbara-Santa Maria-San Luis Obispo CA,12,2019-07-22
Savannah GA,6,2019-07-22
Seattle-Tacoma WA,11,2019-07-22
Shreveport LA,9,2019-07-22
Sioux City IA,15,2019-07-22
Sioux Falls(Mitchell) SD,11,2019-07-22
South Bend-Elkhart IN,6,2019-07-22
Spokane WA,14,2019-07-22
Springfield MO,11,2019-07-22
Springfield-Holyoke MA,7,2019-07-22
St. Joseph MO,34,2019-07-22
St. Louis MO,7,2019-07-22
Syracuse NY,19,2019-07-22
Tallahassee FL-Thomasville GA,9,2019-07-22
Tampa-St. Petersburg (Sarasota) FL,10,2019-07-22
Toledo OH,8,2019-07-22
Topeka KS,8,2019-07-22
Traverse City-Cadillac MI,5,2019-07-22
Tri-Cities TN-VA,7,2019-07-22
Tucson (Sierra Vista) AZ,9,2019-07-22
Tulsa OK,8,2019-07-22
Twin Falls ID,19,2019-07-22
Tyler-Longview(Lufkin & Nacogdoches) TX,11,2019-07-22
Utica NY,14,2019-07-22
Victoria TX,41,2019-07-22
Waco-Temple-Bryan TX,11,2019-07-22
Washington DC (Hagerstown MD),11,2019-07-22
Watertown NY,29,2019-07-22
Wausau-Rhinelander WI,15,2019-07-22
West Palm Beach-Ft. Pierce FL,10,2019-07-22
Wheeling WV-Steubenville OH,26,2019-07-22
Wichita Falls TX & Lawton OK,28,2019-07-22
Wichita-Hutchinson KS,12,2019-07-22
Wilkes Barre-Scranton PA,7,2019-07-22
Wilmington NC,14,2019-07-22
Yakima-Pasco-Richland-Kennewick WA,5,2019-07-22
Youngstown OH,6,2019-07-22
Albany-Schenectady-Troy NY,8,2019-07-29
Amarillo TX,17,2019-07-29
Atlanta GA,1,2019-07-29
Augusta GA,22,2019-07-29
Austin TX,4,2019-07-29
Baltimore MD,3,2019-07-29
Boston MA-Manchester NH,2,2019-07-29
Buffalo NY,4,2019-07-29
Burlington VT-Plattsburgh NY,12,2019-07-29
Casper-Riverton WY,58,2019-07-29
Charleston-Huntington WV,9,2019-07-29
Charlotte NC,2,2019-07-29
Charlottesville VA,29,2019-07-29
Chicago IL,2,2019-07-29
Cincinnati OH,3,2019-07-29
Cleveland-Akron (Canton) OH,2,2019-07-29
Columbus GA,14,2019-07-29
Columbus OH,7,2019-07-29
Dallas-Ft. Worth TX,2,2019-07-29
Denver CO,2,2019-07-29
Des Moines-Ames IA,6,2019-07-29
Detroit MI,3,2019-07-29
El Paso TX,7,2019-07-29
Fairbanks AK,58,2019-07-29
Fargo-Valley City ND,12,2019-07-29
Fresno-Visalia CA,4,2019-07-29
Grand Junction-Montrose CO,39,2019-07-29
Great Falls MT,58,2019-07-29
Green Bay-Appleton WI,7,2019-07-29
Greensboro-High Point-Winston Salem NC,8,2019-07-29
Greenville-Spartanburg SC-Asheville NC-Anderson SC,3,2019-07-29
Harlingen-Weslaco-Brownsville-McAllen TX,6,2019-07-29
Hartford & New Haven CT,6,2019-07-29
Helena MT,100,2019-07-29
Houston TX,2,2019-07-29
Indianapolis IN,4,2019-07-29
Jackson TN,39,2019-07-29
Johnstown-Altoona PA,10,2019-07-29
Joplin MO-Pittsburg KS,24,2019-07-29
Kansas City MO,2,2019-07-29
Knoxville TN,5,2019-07-29
Los Angeles CA,2,2019-07-29
Louisville KY,4,2019-07-29
Madison WI,6,2019-07-29
Marquette MI,40,2019-07-29
Miami-Ft. Lauderdale FL,1,2019-07-29
Milwaukee WI,2,2019-07-29
Minneapolis-St. Paul MN,3,2019-07-29
Minot-Bismarck-Dickinson(Williston) ND,19,2019-07-29
Monterey-Salinas CA,10,2019-07-29
Montgomery (Selma) AL,14,2019-07-29
Nashville TN,3,2019-07-29
New York NY,3,2019-07-29
Oklahoma City OK,4,2019-07-29
Orlando-Daytona Beach-Melbourne FL,2,2019-07-29
Palm Springs CA,19,2019-07-29
Panama City FL,18,2019-07-29
Peoria-Bloomington IL,11,2019-07-29
Philadelphia PA,3,2019-07-29
Phoenix AZ,1,2019-07-29
Pittsburgh PA,7,2019-07-29
Portland OR,2,2019-07-29
Providence RI-New Bedford MA,8,2019-07-29
Raleigh-Durham (Fayetteville) NC,4,2019-07-29
Reno NV,9,2019-07-29
Richmond-Petersburg VA,9,2019-07-29
Sacramento-Stockton-Modesto CA,2,2019-07-29
Salt Lake City UT,2,2019-07-29
San Antonio TX,6,2019-07-29
San Diego CA,3,2019-07-29
San Francisco-Oakland-San Jose CA,2,2019-07-29
Seattle-Tacoma WA,3,2019-07-29
Sioux City IA,23,2019-07-29
South Bend-Elkhart IN,18,2019-07-29
Springfield MO,7,2019-07-29
Springfield-Holyoke MA,10,2019-07-29
St. Louis MO,6,2019-07-29
Tallahassee FL-Thomasville GA,11,2019-07-29
Tampa-St. Petersburg (Sarasota) FL,2,2019-07-29
Terre Haute IN,29,2019-07-29
Toledo OH,7,2019-07-29
Tri-Cities TN-VA,11,2019-07-29
Washington DC (Hagerstown MD),2,2019-07-29
West Palm Beach-Ft. Pierce FL,7,2019-07-29
Wilkes Barre-Scranton PA,11,2019-07-29
Albuquerque-Santa Fe NM,6,2019-08-05
Anchorage AK,24,2019-08-05
Atlanta GA,6,2019-08-05
Austin TX,5,2019-08-05
Bakersfield CA,18,2019-08-05
Bangor ME,65,2019-08-05
Beaumont-Port Arthur TX,31,2019-08-05
"Billings, MT",47,2019-08-05
Biloxi-Gulfport MS,35,2019-08-05
Boston MA-Manchester NH,1,2019-08-05
Buffalo NY,7,2019-08-05
Burlington VT-Plattsburgh NY,27,2019-08-05
Champaign & Springfield-Decatur IL,14,2019-08-05
Charleston SC,11,2019-08-05
Charleston-Huntington WV,15,2019-08-05
Chicago IL,3,2019-08-05
Cleveland-Akron (Canton) OH,5,2019-08-05
Columbus OH,4,2019-08-05
Columbus-Tupelo-West Point MS,41,2019-08-05
Dallas-Ft. Worth TX,2,2019-08-05
Dayton OH,11,2019-08-05
Denver CO,2,2019-08-05
Detroit MI,3,2019-08-05
El Paso TX,11,2019-08-05
Elmira NY,60,2019-08-05
Eugene OR,18,2019-08-05
Flint-Saginaw-Bay City MI,12,2019-08-05
Fresno-Visalia CA,7,2019-08-05
Ft. Myers-Naples FL,9,2019-08-05
Gainesville FL,30,2019-08-05
Green Bay-Appleton WI,11,2019-08-05
Harlingen-Weslaco-Brownsville-McAllen TX,10,2019-08-05
Harrisburg-Lancaster-Lebanon-York PA,6,2019-08-05
Houston TX,2,2019-08-05
Huntsville-Decatur (Florence) AL,12,2019-08-05
Idaho Falls-Pocatello ID,32,2019-08-05
Jacksonville FL,5,2019-08-05
Kansas City MO,4,2019-08-05
La Crosse-Eau Claire WI,46,2019-08-05
Lafayette IN,100,2019-08-05
Lansing MI,19,2019-08-05
Las Vegas NV,4,2019-08-05
Lincoln & Hastings-Kearney NE,18,2019-08-05
Los Angeles CA,2,2019-08-05
Louisville KY,12,2019-08-05
Medford-Klamath Falls OR,26,2019-08-05
Milwaukee WI,4,2019-08-05
Minneapolis-St. Paul MN,3,2019-08-05
Minot-Bismarck-Dickinson(Williston) ND,30,2019-08-05
Missoula MT,37,2019-08-05
Montgomery (Selma) AL,23,2019-08-05
New Orleans LA,12,2019-08-05
New York NY,2,2019-08-05
Norfolk-Portsmouth-Newport News VA,7,2019-08-05
Oklahoma City OK,13,2019-08-05
Omaha NE,8,2019-08-05
Orlando-Daytona Beach-Melbourne FL,2,2019-08-05
Philadelphia PA,2,2019-08-05
Phoenix AZ,4,2019-08-05
Pittsburgh PA,4,2019-08-05
Portland OR,5,2019-08-05
Raleigh-Durham (Fayetteville) NC,5,2019-08-05
Rochester NY,11,2019-08-05
Rockford IL,27,2019-08-05
Sacramento-Stockton-Modesto CA,2,2019-08-05
Salt Lake City UT,5,2019-08-05
San Antonio TX,11,2019-08-05
San Diego CA,5,2019-08-05
San Francisco-Oakland-San Jose CA,3,2019-08-05
Savannah GA,12,2019-08-05
Seattle-Tacoma WA,2,2019-08-05
St. Louis MO,3,2019-08-05
Tampa-St. Petersburg (Sarasota) FL,5,2019-08-05
Toledo OH,12,2019-08-05
Tulsa OK,9,2019-08-05
Washington DC (Hagerstown MD),3,2019-08-05
Watertown NY,54,2019-08-05
Wilkes Barre-Scranton PA,18,2019-08-05
Yakima-Pasco-Richland-Kennewick WA,19,2019-08-05
Youngstown OH,21,2019-08-05
Albany-Schenectady-Troy NY,9,2019-08-12
Albuquerque-Santa Fe NM,32,2019-08-12
Alexandria LA,100,2019-08-12
Atlanta GA,1,2019-08-12
Baltimore MD,5,2019-08-12
Birmingham AL,8,2019-08-12
Boston MA-Manchester NH,3,2019-08-12
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,19,2019-08-12
Charlotte NC,4,2019-08-12
Chicago IL,2,2019-08-12
Cleveland-Akron (Canton) OH,3,2019-08-12
Columbus OH,6,2019-08-12
Dallas-Ft. Worth TX,1,2019-08-12
Denver CO,3,2019-08-12
Detroit MI,3,2019-08-12
El Paso TX,15,2019-08-12
Ft. Myers-Naples FL,12,2019-08-12
Hartford & New Haven CT,5,2019-08-12
Houston TX,3,2019-08-12
Idaho Falls-Pocatello ID,44,2019-08-12
Indianapolis IN,4,2019-08-12
Kansas City MO,5,2019-08-12
Las Vegas NV,8,2019-08-12
Los Angeles CA,2,2019-08-12
Medford-Klamath Falls OR,37,2019-08-12
Milwaukee WI,11,2019-08-12
Nashville TN,4,2019-08-12
New York NY,1,2019-08-12
Norfolk-Portsmouth-Newport News VA,12,2019-08-12
Oklahoma City OK,8,2019-08-12
Omaha NE,10,2019-08-12
Orlando-Daytona Beach-Melbourne FL,3,2019-08-12
Peoria-Bloomington IL,24,2019-08-12
Philadelphia PA,3,2019-08-12
Phoenix AZ,4,2019-08-12
Portland OR,4,2019-08-12
Portland-Auburn ME,13,2019-08-12
Providence RI-New Bedford MA,9,2019-08-12
Raleigh-Durham (Fayetteville) NC,3,2019-08-12
Roanoke-Lynchburg VA,14,2019-08-12
